Id;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic;Tot
023000003000001 - MONKEY AKIRA PALE ALE BOT.33CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
023000003000024 - MONKEY AKIRA PALE ALE 33X24CL;0.0;0.0;0.0;0.0;124.92;0.0;0.0;0.0;92.74;0.0;0.0;0.0;217.66
023000004000001 - MONKEY MR PINK INDIAN PALE ALE BOT.33CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
023000004000024 - MONKEY MR PINK INDIAN PALE ALE 24X33 CL ;0.0;0.0;34.37;0.0;68.74;32.4;0.0;0.0;0.0;0.0;0.0;0.0;135.51
024000030000001 - VELTINS PILS BARRIL 30 L. ;3679.67;5942.32;11502.5;8611.88;11380.81;11268.23;11288.0;6626.8;10725.35;9844.69;14423.22;7534.12;112827.59
024000039000001 - VELTINS PILS BARRIL 5 L ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
024000086000020 - VELTINS PILS RET. 20X33CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
024000118000001 - VELTINS PILS 33CL ;0.0;2.48;0.0;0.0;0.0;0.0;-10.89;0.0;1.94;0.0;0.0;0.0;-6.47
024000118000004 - VELTINS PILS PACK 4 X 33CL ;40.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.76
024000118000024 - VELTINS PILS 6x4x33 CL ;0.0;19.36;68.08;128.24;114.73;141.84;29.04;68.24;160.68;146.46;221.95;154.53;1253.15
024000124000001 - VELTINS SIN ALCOHOL 0.0% 33CL ;41.2;0.0;21.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0
024000124000024 - VELTINS SIN ALCOHOL 0.0% 24X33CL ;0.0;55.81;1020.0;1027.0;1040.29;1000.76;1325.99;526.67;1152.79;872.42;1569.72;1011.51;10602.96
